Student_ID,Gender,Age,Course,GPA,Stress_Level,Time_Management_Score,Sleep_Hours,Exercise_Frequency,Mentorship_Access,EI_Score,AI_Awareness_Level,Social_Media_Hours,Part_Time_Job,Study_Technique_Effectiveness,Simulated_Response,Sentiment,HERA_Recommendation
S0132,Male,24,BCA,7.83,3,3,4.7,Few times a week,Yes,84.7,Low,1.5,Yes,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0133,Male,19,BCA,7.27,2,1,7,Never,No,75.96,Low,1.2,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0134,Female,23,B.Tech IT,7.65,1,4,7.4,Few times a week,Yes,64.9,Moderate,6,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0135,Other,22,B.Tech CSE,6.03,4,3,5.6,Daily,Yes,71.13,Moderate,3,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0136,Other,20,B.Tech AI,7.15,3,4,5.9,Rarely,Yes,64.92,Moderate,1.8,No,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0137,Female,24,B.Tech CSE,5.3,2,1,5.8,Never,Yes,63.15,High,3.2,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0138,Other,20,BCA,4.72,3,3,6,Never,No,58.18,Moderate,5.8,No,4,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0139,Other,23,B.Tech IT,7.14,3,4,6.3,Few times a week,No,68.14,High,2.4,No,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0140,Male,23,MCA,8.1,5,5,5.6,Never,Yes,62.55,High,4,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0141,Other,20,B.Tech IT,7.25,5,5,5.3,Rarely,Yes,84.17,Moderate,4.8,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0142,Other,24,BCA,6.94,5,1,6.7,Never,Yes,84.19,Moderate,0.2,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0143,Female,20,B.Tech IT,6.81,2,3,6.3,Rarely,No,75.09,High,2,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0144,Female,19,B.Tech IT,6.06,3,2,6.1,Daily,Yes,88.9,Low,4.6,No,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0145,Male,21,BCA,6.78,1,3,6.6,Daily,No,92.07,Low,2,Yes,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0146,Other,24,B.Tech IT,7.42,4,5,5,Rarely,No,78.99,High,3.6,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0147,Other,24,B.Tech AI,6.56,5,4,6.8,Few times a week,Yes,80.95,Moderate,1.9,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0148,Other,22,B.Tech AI,7.75,5,2,6.1,Never,Yes,64.14,High,2.3,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0149,Male,18,B.Tech IT,7.2,3,1,6.7,Few times a week,Yes,94.74,High,2.1,No,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0150,Male,21,MCA,7.32,3,2,6.9,Never,No,51.21,Moderate,4,Yes,4,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0151,Female,23,BCA,7.89,2,1,7.6,Daily,No,67.43,Low,3.3,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0152,Male,24,B.Tech AI,6.47,2,2,6.6,Daily,Yes,86.09,High,3.1,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0153,Other,20,MCA,7.66,5,1,7.6,Daily,No,54,Low,6.8,No,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0154,Other,21,B.Tech IT,6.61,3,1,6.2,Never,Yes,59.16,Low,5.6,Yes,2,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0155,Male,22,MCA,7.34,1,2,6.2,Daily,Yes,79.46,Moderate,0,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0156,Other,23,B.Tech CSE,6.35,4,2,6.4,Daily,No,78,High,2.3,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0157,Other,18,B.Tech AI,6.09,3,1,7.3,Daily,No,86.95,High,6.6,No,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0158,Male,18,B.Tech IT,7.09,3,5,7.1,Daily,No,90.63,Low,2.1,No,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0159,Male,22,BCA,5.11,2,2,6.6,Few times a week,No,56.43,Low,6.1,No,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0160,Other,22,B.Tech IT,6.7,4,3,5.3,Daily,Yes,50.92,Moderate,2.4,No,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0161,Other,20,BCA,5.39,5,4,7.1,Daily,Yes,84.48,Low,2.6,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0162,Other,24,B.Tech IT,7.78,3,1,5.6,Few times a week,Yes,65.07,Moderate,4.3,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0163,Female,18,MCA,8.05,5,1,5.6,Few times a week,No,81.3,High,2.9,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0164,Female,23,MCA,6.14,3,4,5.4,Never,Yes,57.53,Moderate,3.7,No,3,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0165,Female,21,MCA,7.43,5,5,6.4,Rarely,No,73.45,Low,5.4,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0166,Male,23,B.Tech CSE,7.9,4,4,7.7,Daily,No,75.22,High,4.1,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0167,Female,19,BCA,7.9,2,2,5.5,Daily,No,79.25,Moderate,3.2,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0168,Male,19,MCA,7.21,4,4,8.2,Daily,Yes,75.66,High,5.5,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0169,Male,22,B.Tech CSE,7.73,1,1,7.4,Never,No,74.78,Moderate,4.3,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0170,Female,20,BCA,6.35,2,4,5,Daily,No,66.64,Low,1.9,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0171,Female,19,B.Tech IT,7.08,4,3,6.1,Rarely,No,53.56,Low,6,Yes,5,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0172,Female,18,B.Tech CSE,6.53,1,2,5.5,Few times a week,No,54.48,High,4,No,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0173,Other,23,B.Tech AI,6.27,3,4,7.2,Never,No,71.69,High,2.7,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0174,Female,23,B.Tech CSE,7.04,3,1,5.5,Few times a week,No,67.79,High,0,No,1,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0175,Other,22,B.Tech CSE,7.35,5,2,4.9,Daily,No,75.81,Moderate,0.9,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0176,Male,24,BCA,8.16,2,1,6.2,Daily,No,65.24,Low,5.6,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0177,Other,24,B.Tech IT,7.27,3,5,7.7,Daily,No,84.4,High,5.6,No,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0178,Female,21,B.Tech AI,7.64,2,3,6.3,Rarely,No,93.2,High,3.1,Yes,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0179,Male,22,MCA,7.65,3,5,6.9,Rarely,No,64.94,High,0.3,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0180,Male,21,MCA,9.69,5,3,6.9,Never,No,59.65,Moderate,1.4,Yes,1,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0181,Male,24,B.Tech CSE,5.19,4,4,5,Few times a week,Yes,55.81,High,0.6,No,3,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0182,Other,22,BCA,6.31,5,2,5.6,Daily,Yes,80.81,High,0.5,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0183,Female,22,BCA,8.47,1,4,6.5,Daily,No,72.19,Moderate,6,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0184,Male,22,MCA,6.65,3,3,5.9,Daily,No,59.4,Moderate,6.1,Yes,2,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0185,Male,24,B.Tech AI,7.89,1,3,8.2,Daily,No,82.66,High,1.3,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0186,Male,21,B.Tech IT,7.23,1,3,5.3,Rarely,Yes,57.42,High,3,No,2,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0187,Other,21,B.Tech AI,9.11,2,1,5.6,Few times a week,Yes,77.72,Moderate,1.1,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0188,Other,22,B.Tech IT,5.89,3,2,6.8,Few times a week,Yes,76.36,Low,3,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0189,Female,19,MCA,8.22,1,4,5.9,Never,No,86.71,Moderate,5.5,Yes,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0190,Other,20,B.Tech IT,8.75,4,4,3.6,Rarely,No,52.76,Low,4.6,Yes,5,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0191,Male,24,BCA,5.99,1,5,8.4,Daily,No,94.39,High,4.2,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0192,Female,20,B.Tech CSE,7.78,4,3,5.4,Few times a week,No,85.15,High,2.7,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0193,Male,20,B.Tech CSE,6.03,2,3,7.1,Few times a week,Yes,60.81,Low,4.9,No,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0194,Male,21,MCA,7.03,1,3,5.2,Rarely,No,59.17,Moderate,4,No,3,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0195,Other,21,BCA,6.74,5,4,5.6,Never,Yes,71.58,High,3.6,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0196,Female,19,B.Tech AI,4.6,2,5,4.9,Never,Yes,90.88,Low,2.8,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0197,Other,20,BCA,7.42,4,1,5.8,Daily,No,92.15,Moderate,3.5,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0198,Other,20,B.Tech CSE,7.14,2,2,5.9,Never,Yes,76.02,Low,3.4,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0199,Female,22,B.Tech CSE,8.48,1,1,6.4,Few times a week,Yes,93.04,Moderate,2.2,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0200,Male,21,BCA,7.61,3,4,6.1,Never,Yes,50.27,Moderate,1.8,Yes,1,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0201,Male,20,BCA,9.29,3,3,5.1,Daily,Yes,51.76,Moderate,1.5,No,4,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0202,Female,23,B.Tech CSE,7.11,4,2,6,Few times a week,No,95.59,Moderate,1.6,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0203,Male,19,B.Tech AI,6.89,4,4,7.9,Never,No,88.77,Low,2.7,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0204,Female,23,MCA,6.82,3,4,7.8,Never,Yes,72.54,Low,2.5,No,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0205,Female,23,MCA,6.56,4,4,7,Rarely,No,87.68,Low,2.1,No,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0206,Other,24,BCA,4.79,2,2,7.2,Daily,Yes,97.78,Low,2,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0207,Female,24,MCA,6.78,5,2,8.6,Never,No,88.6,Low,3.4,No,2,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0208,Other,19,B.Tech CSE,4.93,5,5,7.1,Rarely,No,92.12,Moderate,5.1,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0209,Male,23,B.Tech CSE,7.45,2,5,7.1,Few times a week,No,88.03,High,3,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0210,Male,20,BCA,5.76,5,1,4.9,Rarely,No,58.41,High,2.9,Yes,5,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
