Student_ID,Age,Gender,Academic_Performance,AI_Exposure_Level,EI_Score,Preferred_AI_Feature,Satisfaction_With_AI_Interaction,Emotion_Recognition_By_AI_Accuracy (%),Willingness_To_Use_EI_Aware_AI_Tools,Simulated_Response,Sentiment,HERA_Recommendation
S1785,25,Male,9.73,Medium,96,Emotional Support Bot,1,91.06,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1786,27,Other,9.25,Low,79,Feedback System,2,98.47,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1787,28,Male,8.35,High,84,Chatbot,4,72.7,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1788,26,Female,7.31,Low,98,Feedback System,4,75.35,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1789,24,Female,7.06,Low,41,Feedback System,1,78.61,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1790,22,Male,8.25,Medium,69,Emotional Support Bot,5,96.62,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1791,28,Other,7.73,High,69,Emotional Support Bot,2,92.91,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1792,24,Male,5.31,High,51,Feedback System,1,58.53,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1793,28,Male,7.56,High,49,Emotional Support Bot,5,71.84,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1794,21,Other,9.03,Medium,83,TutorBot,2,73.2,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1795,24,Other,7.3,Medium,50,Emotional Support Bot,4,89.45,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1796,26,Female,5.26,Medium,54,Emotional Support Bot,2,80.14,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1797,28,Other,8.93,Medium,55,Emotional Support Bot,3,82.71,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1798,20,Female,6.01,Medium,56,Emotional Support Bot,2,99.91,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1799,26,Other,6.29,High,65,Chatbot,3,53.75,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1800,24,Male,5.82,Low,41,Chatbot,2,61.15,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1801,26,Female,6.65,High,89,Chatbot,3,70.39,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1802,28,Female,8.78,Low,51,Feedback System,4,67.39,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1803,18,Female,7.6,Medium,90,Feedback System,5,51.08,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1804,28,Male,6.02,Low,65,TutorBot,3,54.59,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1805,28,Male,9.39,High,62,Chatbot,3,84.05,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1806,21,Male,9.4,High,57,Feedback System,4,93.97,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1807,25,Male,9.35,Low,71,Emotional Support Bot,3,75.71,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1808,20,Male,6.19,Medium,88,Emotional Support Bot,1,76.96,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1809,27,Female,7.26,Medium,77,Chatbot,4,62.75,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1810,22,Male,9.92,High,96,TutorBot,1,88.39,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1811,17,Female,8.86,Low,86,TutorBot,4,87.59,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1812,25,Male,5.14,Medium,42,Emotional Support Bot,3,79.42,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1813,17,Other,5.33,Medium,77,TutorBot,1,60.63,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1814,21,Female,7.32,High,42,Chatbot,3,54.85,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1815,20,Other,9.55,Medium,69,Emotional Support Bot,4,53.21,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1816,29,Female,7.69,Low,100,Feedback System,3,79.63,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1817,28,Other,7.49,High,40,Feedback System,1,91.25,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1818,29,Male,5.53,High,69,TutorBot,1,92.92,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1819,29,Male,8.28,Low,84,Emotional Support Bot,3,73.18,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1820,19,Male,9.11,High,71,Emotional Support Bot,2,89.21,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1821,29,Female,6.9,Medium,67,Feedback System,4,97.34,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1822,22,Other,8.88,Medium,60,Emotional Support Bot,4,63.76,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1823,18,Male,9.82,Low,97,Emotional Support Bot,3,69.9,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1824,19,Other,6.02,Medium,85,Emotional Support Bot,2,96.57,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1825,21,Other,7.62,Low,52,TutorBot,1,66.91,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1826,25,Male,6.44,Low,66,Emotional Support Bot,5,95.69,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1827,18,Male,8.96,Medium,75,Chatbot,5,99.05,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1828,26,Other,7.89,Low,46,TutorBot,3,83.09,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1829,24,Male,8.17,Medium,61,Emotional Support Bot,2,90.84,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1830,18,Male,8.99,High,49,Emotional Support Bot,2,87.48,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1831,27,Male,6.98,High,78,Chatbot,4,84.98,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1832,29,Female,9.58,Low,92,TutorBot,1,65.35,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1833,21,Other,7.67,Medium,54,Feedback System,2,52.85,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1834,23,Other,5.79,Medium,54,Feedback System,5,67.15,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1835,24,Female,8.48,High,43,TutorBot,1,83.35,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1836,17,Other,8.97,High,71,Emotional Support Bot,1,55.13,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1837,22,Male,6.58,Medium,62,Emotional Support Bot,3,50.6,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1838,17,Other,9.29,Low,94,Feedback System,2,56.98,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1839,18,Male,9.53,High,45,Feedback System,3,85.79,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1840,17,Female,6.38,Low,63,Feedback System,2,98.64,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1841,27,Male,9.92,Low,59,Chatbot,4,99.15,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1842,21,Other,5.7,High,97,Feedback System,3,74.7,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1843,26,Other,6.01,Low,76,Chatbot,3,93.47,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1844,25,Other,5.92,Low,59,TutorBot,5,86.84,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1845,22,Female,9.47,Medium,51,Emotional Support Bot,3,75.05,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1846,27,Female,8.27,Low,72,Feedback System,2,78.64,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1847,27,Other,5.76,Medium,67,Emotional Support Bot,5,56.86,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1848,17,Male,7.2,High,47,Emotional Support Bot,3,96.88,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1849,29,Female,8.08,High,40,Feedback System,3,67.6,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1850,17,Other,5.42,Medium,76,Feedback System,4,72.31,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1851,18,Other,9.41,High,61,TutorBot,3,83.58,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1852,25,Female,9.02,Low,45,Chatbot,1,66.7,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1853,19,Female,7.53,Low,100,Chatbot,5,62.71,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1854,17,Female,9.84,Low,60,Emotional Support Bot,1,81.55,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1855,21,Male,7.09,High,71,Feedback System,5,51.25,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1856,23,Male,9.92,Low,74,TutorBot,4,86.04,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1857,22,Other,8.34,High,54,TutorBot,3,75.7,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1858,28,Female,8.17,Low,44,TutorBot,3,80.29,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1859,17,Male,5.83,Medium,99,TutorBot,3,81.59,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1860,21,Female,9.41,High,95,TutorBot,5,76.35,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1861,21,Other,7.14,High,85,Chatbot,3,79.13,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1862,22,Male,5.81,Low,89,Chatbot,1,84.19,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1863,19,Male,5.06,High,87,Chatbot,3,87.66,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1864,21,Male,7.8,High,45,Feedback System,4,86.37,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1865,23,Other,7.64,Medium,64,Emotional Support Bot,1,93.48,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1866,21,Female,8.6,Medium,95,TutorBot,3,59.47,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1867,21,Male,9.45,Low,85,Feedback System,3,70.06,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1868,21,Other,5.4,Medium,98,TutorBot,2,97.39,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1869,26,Female,8.66,Low,95,Chatbot,5,69.83,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1870,26,Other,5.94,Low,79,Feedback System,1,56.24,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1871,19,Female,9.29,Low,68,Chatbot,2,76.27,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1872,17,Other,9.1,High,46,TutorBot,4,55.47,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1873,21,Female,7.7,Medium,79,TutorBot,5,60.14,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1874,25,Male,8.55,Low,52,Emotional Support Bot,1,99.92,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1875,17,Female,6.57,Medium,77,TutorBot,3,77.07,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1876,19,Other,7.36,Low,57,Chatbot,1,64.2,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1877,29,Other,9.11,Medium,41,TutorBot,3,99.74,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1878,29,Female,7.3,Medium,47,Emotional Support Bot,5,98.33,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1879,20,Male,6.79,Low,50,Emotional Support Bot,3,72.04,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1880,17,Male,7.47,High,72,Chatbot,4,63.02,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1881,17,Female,9.14,Medium,93,Feedback System,3,91.92,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1882,24,Female,6.68,High,100,TutorBot,4,85.78,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1883,18,Other,5.87,High,77,Emotional Support Bot,5,84.35,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1884,28,Male,8.56,Low,87,TutorBot,5,94.66,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1885,24,Female,9.13,Low,66,TutorBot,1,84.47,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1886,23,Male,5.5,Low,59,Feedback System,4,64.19,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1887,26,Female,6.2,Medium,51,Emotional Support Bot,4,84.69,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1888,26,Female,5.71,Low,82,TutorBot,2,65.29,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1889,18,Male,6.74,Low,100,Emotional Support Bot,2,87.96,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1890,22,Female,7.25,Medium,70,Chatbot,2,80.99,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1891,22,Female,8.74,Medium,66,Chatbot,3,53.87,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1892,19,Other,8.26,Low,71,TutorBot,2,75.64,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1893,27,Female,8.1,Low,100,Emotional Support Bot,4,67.17,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1894,18,Female,6.76,Low,49,TutorBot,3,66.43,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1895,28,Female,9.21,Low,42,Emotional Support Bot,5,80.11,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1896,17,Other,7.36,High,84,Emotional Support Bot,1,66.12,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1897,22,Male,9.9,High,66,Feedback System,2,88.84,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1898,28,Other,8.17,Low,74,Feedback System,5,53.54,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1899,21,Other,5.63,High,70,Feedback System,4,83.02,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1900,27,Male,8.38,Medium,54,TutorBot,1,90.46,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1901,25,Other,6.63,High,55,Feedback System,5,83.64,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1902,17,Male,8.43,High,100,Feedback System,1,74.86,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1903,23,Other,5.35,Low,52,Chatbot,2,97.52,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1904,21,Male,5.87,High,88,Emotional Support Bot,4,65,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1905,21,Female,9.28,High,74,Emotional Support Bot,1,50.96,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1906,18,Other,6.14,High,91,Feedback System,5,71.6,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1907,27,Other,9.19,High,50,Emotional Support Bot,2,51.65,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1908,19,Other,6.4,Medium,98,Chatbot,2,97.7,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1909,23,Other,8.21,Low,60,Chatbot,5,60.5,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1910,22,Female,8.47,Low,90,Feedback System,5,89.45,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1911,28,Other,7.56,Medium,93,Chatbot,1,88.73,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1912,18,Female,6.53,High,50,Emotional Support Bot,3,60.89,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1913,22,Female,6.06,Medium,69,TutorBot,2,81.06,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1914,18,Female,5.17,High,99,Emotional Support Bot,1,52.4,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1915,18,Female,6.52,Medium,87,TutorBot,5,74.18,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1916,18,Male,8.27,Low,92,Feedback System,1,50.73,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1917,27,Male,9.69,Low,74,TutorBot,5,96.06,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1918,19,Other,9.36,Low,61,Chatbot,4,98.8,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1919,18,Male,8.83,High,77,Emotional Support Bot,5,61.11,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1920,20,Male,8.94,High,70,TutorBot,5,60.41,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1921,25,Other,8.32,Medium,53,Emotional Support Bot,5,87.69,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1922,22,Other,6.3,Medium,63,Feedback System,3,62.67,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1923,17,Other,9.54,Low,89,Feedback System,5,94.75,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1924,24,Male,8.35,High,88,Chatbot,2,78.7,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1925,28,Male,7.8,Medium,71,Feedback System,2,67.54,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1926,23,Other,5.55,High,75,TutorBot,1,91.63,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1927,26,Female,7.24,High,71,Feedback System,3,74.67,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1928,19,Other,7.3,Low,94,Chatbot,1,95.58,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1929,17,Female,9.32,Low,54,Emotional Support Bot,2,96.4,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1930,21,Female,7.73,High,82,Emotional Support Bot,2,58.27,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1931,29,Other,6.9,High,97,Feedback System,4,50.12,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1932,20,Other,9.88,High,74,TutorBot,5,99.2,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1933,26,Other,5.55,High,42,Chatbot,2,95.31,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1934,24,Male,7.11,Low,55,TutorBot,1,52.77,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1935,17,Female,5.21,Medium,44,Chatbot,1,91.65,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1936,26,Male,8.7,Low,60,Feedback System,5,72.89,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1937,17,Male,9.59,Medium,100,Chatbot,5,62.95,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1938,28,Other,6.4,High,49,Chatbot,4,93.94,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1939,20,Male,9.29,Medium,58,Feedback System,3,59.83,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1940,24,Other,6.46,Low,64,TutorBot,1,97.36,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1941,21,Female,9.55,Low,43,Feedback System,5,60.28,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1942,18,Other,8.77,High,100,Chatbot,1,80.68,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1943,22,Male,9.02,Low,68,Feedback System,5,61.15,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1944,21,Male,5.09,High,58,Chatbot,2,77.28,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1945,18,Other,9.81,Low,82,Feedback System,1,84.2,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1946,29,Other,8.63,Low,41,Emotional Support Bot,2,59.51,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1947,27,Male,6.52,High,49,Emotional Support Bot,1,76.04,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1948,27,Female,9.15,Medium,100,Feedback System,3,73.45,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1949,27,Female,6.41,Low,82,TutorBot,4,53.55,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1950,19,Other,9.36,Medium,64,Chatbot,2,90.92,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1951,25,Female,5.56,Low,59,Emotional Support Bot,5,66.78,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1952,23,Male,8.52,Low,87,TutorBot,3,78.73,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1953,23,Other,7.7,Low,58,Chatbot,1,75.74,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1954,27,Male,5.48,Low,62,Emotional Support Bot,2,75.66,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1955,22,Male,6.21,Medium,63,Emotional Support Bot,1,55.36,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1956,24,Female,5.06,Medium,50,Feedback System,1,71.17,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1957,20,Other,7.34,Low,85,Chatbot,1,72.62,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1958,24,Other,6.51,Low,73,TutorBot,4,86.68,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1959,20,Female,7.99,Medium,94,TutorBot,4,92,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1960,24,Male,6.49,High,67,TutorBot,5,77.25,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1961,25,Male,6.5,High,44,Chatbot,2,54.34,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1962,19,Male,8.72,Medium,98,TutorBot,3,61.84,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1963,19,Male,5.24,Low,44,TutorBot,3,58.25,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1964,27,Other,9.51,Low,90,TutorBot,3,56.23,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1965,29,Other,9.26,High,60,Feedback System,1,68.29,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1966,18,Female,8.34,High,51,Feedback System,4,61.47,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1967,29,Female,7.97,Medium,89,Chatbot,2,60.92,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1968,26,Other,9.46,High,43,Chatbot,1,52.73,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1969,19,Other,5.93,Medium,93,TutorBot,4,50.88,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1970,19,Male,5.39,High,88,Feedback System,4,55.14,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1971,21,Male,6.2,High,81,Emotional Support Bot,2,58.61,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1972,21,Female,8.97,High,59,Emotional Support Bot,2,71.55,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1973,18,Other,5.17,Low,77,TutorBot,2,75.53,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1974,28,Female,7.91,Low,64,TutorBot,1,57.03,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1975,26,Other,9.98,Low,53,Feedback System,5,71.24,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1976,29,Male,9.28,High,50,Feedback System,2,67.09,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1977,22,Female,7.61,Medium,71,Feedback System,5,59.17,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1978,21,Female,5.32,Medium,50,Chatbot,1,50.34,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1979,22,Other,9.16,Medium,100,Chatbot,5,73.35,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1980,17,Male,7.99,Medium,57,TutorBot,3,84.28,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1981,21,Female,5.57,Low,66,Chatbot,5,61.31,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
